Subject,Stimulus,code,End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y, Amplitude [F],Position X AOI,Position Y AOI, Velocity  Average [F/s],Velocity  Peak [F/s],Peak Velocity at [%],Eye L/R,Number
29,23a left.jpg,1,1484,384,33,417,545,383.1,720.1,387.2,3.8,715.5,349.7,114,218.6,50,Left,1
29,23a left.jpg,1,1484,1267,16,1284,780.1,403,833.9,401,0.7,718.2,361.2,43.9,111.4,100,Left,2
29,23p right.jpg,1,1488,371,16,388,514.3,404.2,649.5,399,1.5,715.5,349.7,88.4,279.7,100,Left,1
29,24a right.jpg,1,1492,379,33,413,478.9,414.6,271.7,410.2,3.7,718.2,361.2,110.7,261.2,49.7,Left,1
29,24p left.jpg,1,1485,335,16,352,501.2,388.2,381.5,388.1,1.5,321.9,362.7,88.4,247.5,100,Left,1
29,2a right.jpg,1,1492,411,16,428,426.9,401.9,407.1,401.6,1,345.1,353.3,61.5,192.9,100,Left,1
29,2a right.jpg,1,1492,528,16,545,309.7,403.1,312.1,404.5,0.1,509.2,323.3,3.3,6.8,100,Left,2
29,2p left.jpg,1,1486,269,16,286,497.4,391.9,370.3,391.5,1.4,702.1,322.2,81.3,262.9,100,Left,1
29,3a left.jpg,1,1492,306,33,340,494.7,399.7,718.5,399.1,3.3,716.3,341.7,100.4,263.8,50,Left,1
29,3a left.jpg,1,1492,923,17,940,772.2,443,772.3,441.2,0,716.3,341.7,2.7,3.7,100,Left,2
29,3p right.jpg,1,1492,264,33,297,508.3,380.7,692.1,388.1,2.6,510.4,347.2,78,194.7,50.1,Left,1
29,4a left.jpg,1,1492,315,16,331,509.1,377.8,615.6,382,1,292,385.5,60.7,220.4,100,Left,1
29,4a left.jpg,1,1492,414,16,431,678.4,396.6,750.1,400.6,1.2,332,346.4,69.3,148.4,100,Left,2
29,4p left.jpg,1,1492,246,16,262,504.5,385.9,398.2,385.2,1.5,709.5,368.7,87.6,219.8,100,Left,1
29,4p left.jpg,1,1492,1029,16,1046,327.9,399.4,327.4,397.6,0,719.3,400.7,2.7,3.7,100,Left,2
29,5a right.jpg,1,1489,323,100,423,560.7,406.9,272.6,414.3,7.4,709.5,368.7,74,199.9,100,Left,1
29,5p right.jpg,1,1487,271,16,288,514.8,378.1,630.5,380.3,1.5,719.3,400.7,87.5,239.4,100,Left,1
29,6a right.jpg,1,1488,288,16,305,502,385.6,601.7,385.7,1,292,385.5,60.9,206.1,100,Left,1
29,6a right.jpg,1,1488,455,33,488,537.1,388.6,315.2,415.6,4.3,332,346.4,130.2,252.7,49.8,Left,2
29,6a right.jpg,1,1488,1021,16,1038,246.2,408,245.9,407.3,0,508.7,354.8,2.1,2.4,100,Left,3
29,6p left.jpg,1,1483,300,16,316,495.8,380.4,387.4,380.2,1.5,329.5,373.8,87.2,224.4,100,Left,1
29,7a left.jpg,1,1482,316,16,332,514.6,391.7,647.6,394.2,1.6,329.5,373.8,98.1,275.1,100,Left,1
29,7a left.jpg,1,1482,516,16,532,711.6,424.1,719.8,425.2,0.2,500.1,362.9,11.3,19.1,0,Left,2
29,7a left.jpg,1,1482,1065,99,1165,691.2,401.8,670.3,401.3,25.5,723.1,370,254.7,526.7,50,Left,3
29,7p right.jpg,1,1486,270,16,286,499.8,405.2,614,405.3,1.5,823.5,384.5,89.9,236.2,100,Left,1
29,8a right.jpg,1,1492,377,16,393,415.9,396,379.1,393.6,1.1,723.1,370,65.3,180,0,Left,1
29,8a right.jpg,1,1492,560,16,576,287.2,397.4,285.1,399.2,0.1,502.4,350,3.4,5.6,100,Left,2
29,8a right.jpg,1,1492,826,33,860,273.3,393.6,278.4,394.6,5.2,712.8,354.5,156.6,374.8,100,Left,3
29,8p left.jpg,1,1486,303,16,319,435.2,385.9,327,386.7,1.6,712.8,354.5,93.8,223.9,100,Left,1
29,9a right.jpg,1,1492,375,16,392,490.7,381.4,359.7,387.1,1.5,505.4,366.7,91.7,271.2,100,Left,1
29,9p right.jpg,1,1489,323,16,339,510.8,384.2,635.4,382.1,1.5,766.5,370.5,93.6,257.8,100,Left,1
30,10a right.jpg,1,1405,188,16,205,516.7,390.3,685.8,387.1,1.6,797.6,351.8,98.9,349.5,100,Left,1
30,10a right.jpg,1,1405,321,50,371,605.6,380.9,241.8,371,7.5,509.4,361.8,149.8,284.9,100,Left,2
30,10p right.jpg,1,1487,354,16,370,575.2,412.8,721.5,401.9,2.2,353,359,132.2,303.4,100,Left,1
30,11a left.jpg,1,1489,423,33,456,508.6,398.7,731.7,391.6,3.9,329.2,363.7,116,250.2,50.2,Left,1
30,11p right.jpg,1,1492,333,16,349,573,378.1,722.5,372,2.1,353,359,129,309.5,100,Left,1
30,11p right.jpg,1,1492,1466,33,1499,481.3,371.2,459.6,374.3,3.8,329.2,363.7,113.3,351.7,100,Left,2
30,12a left.jpg,1,1484,384,33,417,502.4,393.9,768.8,391.8,4.4,232.1,366.7,133.3,282.9,50,Left,1
30,12p left.jpg,1,1492,313,16,329,511.9,421.6,412.2,422.3,1.4,318,343.1,83.7,206.3,100,Left,1
30,12p left.jpg,1,1492,1296,16,1312,325.3,366.5,324.1,366.2,0.1,515,348.9,4.5,6.7,100,Left,2
30,13a left.jpg,1,1491,391,16,408,593.8,422.4,719.3,419.9,2.4,733.2,369.2,141.5,259.7,100,Left,1
30,13a left.jpg,1,1491,975,16,991,786.1,404.5,787.3,403.8,0.2,733.2,369.2,14.2,41.1,100,Left,2
30,13p right.jpg,1,1492,342,16,359,515,398.8,666.1,397.7,1.7,318,343.1,103.7,312.5,100,Left,1
30,14a left.jpg,1,1492,375,33,408,508.4,413,773,410.1,4.8,709.3,372.4,145.1,313,100,Left,1
30,14a left.jpg,1,1492,508,16,525,854.7,397.6,856,392.9,0.2,709.3,372.4,12.6,16.1,100,Left,2
30,14a left.jpg,1,1492,1425,66,1492,826.3,401.5,826.9,406.1,0.1,511.9,344.1,2,3.4,50.1,Left,3
30,14p right.jpg,1,1491,291,16,308,514.5,375.8,650.7,373.8,1.9,498.4,326.7,109.5,281.7,100,Left,1
30,14p right.jpg,1,1491,508,16,525,687.4,398.9,689.2,401.7,0.1,323.7,340.1,5,7,100,Left,2
30,15a right.jpg,1,1490,307,16,324,515.3,395.9,678.7,393,1.6,773.1,323.6,97.2,337.9,100,Left,1
30,15a right.jpg,1,1490,623,83,707,723.8,362.9,153.4,366.5,13,774.9,381.8,155.9,299.7,60.1,Left,2
30,15a right.jpg,1,1490,1073,16,1090,190.3,396.5,257.4,401.5,1.1,323.7,340.1,65.4,139.4,100,Left,3
30,15p right.jpg,1,1329,295,16,312,514,360.5,674.6,361.3,1.7,524,341.3,103.8,332,100,Left,1
30,16a right.jpg,1,1492,398,16,415,464.6,415.1,316.8,414,2.1,716.1,318.3,125.1,305.8,100,Left,1
30,16a right.jpg,1,1492,931,16,948,264.6,422.2,204,420.6,0.8,696.8,354.9,45.5,125.5,100,Left,2
30,16p left.jpg,1,1483,299,33,333,506.7,329.7,361.6,335.2,2.6,696.8,354.9,77.7,279.8,100,Left,1
30,16p left.jpg,1,1483,566,16,583,329.7,385.8,329.2,389.7,0.1,508.8,349.2,8.7,13.2,100,Left,2
30,17a left.jpg,1,1488,338,116,454,525,336.3,881.4,334.1,10.3,256,393.5,88.7,256.3,71.4,Left,1
30,17a left.jpg,1,1488,754,16,771,828.4,376.1,825.7,382.3,0.3,346.3,381.5,16.5,21.9,0,Left,2
30,17p right.jpg,1,1492,378,16,395,552.8,383.8,686.2,384.3,1.5,332.9,349.4,90.8,275.8,100,Left,1
30,18a left.jpg,1,1487,370,33,403,506.5,403.5,801.7,376.3,4.4,718.4,341.5,132,313.4,50.2,Left,1
30,18p left.jpg,1,1492,277,33,310,524.7,385.2,304.3,386.6,3.7,718.4,341.5,111.2,244.5,100,Left,1
30,18p left.jpg,1,1492,710,16,727,317.8,375.6,267.1,372.9,0.6,346.3,381.5,36.8,105,100,Left,2
30,19a right.jpg,1,1491,308,16,325,548.8,399,644.1,394.4,1.3,332.9,349.4,74.8,197.5,100,Left,1
30,19a right.jpg,1,1491,408,50,458,638.1,396.4,288.5,389.1,7.5,502.3,339.2,150.1,275,66.5,Left,2
30,19a right.jpg,1,1491,558,16,575,195.3,394.2,194.6,394.7,0.1,350.1,380.8,3.7,6.4,100,Left,3
30,19p right.jpg,1,1485,268,16,285,496.1,387.7,677.7,387.4,2.1,334.1,401.1,127.6,375.6,100,Left,1
30,19p right.jpg,1,1485,1185,116,1301,479.1,421.5,698.7,379.4,23.7,704.3,361.4,203.5,435.7,100,Left,2
30,1a left.jpg,1,1492,396,33,429,513.8,380.8,742.8,383.1,4.3,704.3,361.4,127.7,249.3,100,Left,1
30,1a left.jpg,1,1492,646,16,662,824.1,390.5,828.6,388.4,0.2,350.1,380.8,9.9,16.3,100,Left,2
30,1a left.jpg,1,1492,1129,16,1146,760.8,416,759.7,416.7,0.1,334.1,401.1,3.9,8.5,100,Left,3
30,1p right.jpg,1,1490,457,33,490,521,372.9,299.7,378.7,3.2,317.4,362.5,96.6,264.5,50.2,Left,1
30,1p right.jpg,1,1490,574,49,624,307.6,420.3,713.6,400.2,8,520.9,339.1,159.9,322.7,33.2,Left,2
30,20a right.jpg,1,1491,258,33,291,512.5,404.9,723.5,397.9,3.8,791.3,372.7,113.1,222.1,49.6,Left,1
30,20a right.jpg,1,1491,375,66,441,676,383.1,219,351.3,10.3,317.4,362.5,154.6,316.2,25.1,Left,2
30,20a right.jpg,1,1491,641,16,658,213.2,365.8,238.7,382.7,0.9,499.3,348.6,56.4,109.6,0,Left,3
30,20p left.jpg,1,1492,412,16,429,499.9,361,433.3,362,0.8,357.1,377.1,50.5,137.7,100,Left,1
30,20p left.jpg,1,1492,512,33,545,443.1,379.6,714.7,372.7,5,333.4,359.4,149.3,323,50.2,Left,2
30,20p left.jpg,1,1492,812,49,862,777.5,387.6,359.7,390.8,7.3,318.8,373.7,146.6,331.2,33.3,Left,3
30,21a left.jpg,1,1486,269,16,286,518.2,388.1,412.4,388,1.7,574.5,356.2,99.2,218.9,100,Left,1
30,21a left.jpg,1,1486,452,49,502,362.9,400.6,786.8,373.9,8.6,585.1,355.7,172.5,411.2,33.5,Left,2
30,21a left.jpg,1,1486,802,16,819,857,355.2,857.7,351.1,0.1,357.1,377.1,6.3,8.5,100,Left,3
30,21p left.jpg,1,1433,467,16,484,497.7,396.4,358,397.7,1.4,333.4,359.4,86.4,289,100,Left,1
30,22a left.jpg,1,1491,374,50,425,514.5,385.9,831.1,387.9,6.1,318.8,373.7,121.1,330.5,66.3,Left,1
30,22a left.jpg,1,1491,1041,16,1058,818.1,410.1,817.2,411.3,0.1,506.4,377.1,4.1,5.6,0,Left,2
30,22p left.jpg,1,1490,340,16,357,510.4,417.3,392.4,416.6,1.6,833.4,372.4,94.5,244,100,Left,1
30,22p left.jpg,1,1490,590,16,607,334.1,376.6,336.2,374.9,0.2,796.6,381.8,11.6,16,100,Left,2
30,23a left.jpg,1,1484,467,16,484,514.2,416.1,411.6,416.3,1.6,496.9,327.4,94.2,212.4,100,Left,1
30,23a left.jpg,1,1484,734,83,817,373,433.4,800.2,430.2,9.7,313.6,358,116.6,375,60,Left,2
30,23p right.jpg,1,1489,289,16,306,526.2,410.5,711,408.9,2,313.6,358,118.3,381.9,100,Left,1
30,23p right.jpg,1,1489,1222,16,1239,676.7,418.4,732.8,421.8,0.7,517.6,340.1,40.7,116.4,100,Left,2
30,24a right.jpg,1,1492,262,16,279,523.8,348.7,659.4,355.8,1.5,751.1,366.2,87.8,280.9,100,Left,1
30,24a right.jpg,1,1492,429,50,479,649.9,398.4,273.5,386.9,7.9,851.4,378.9,157.7,362.9,33.5,Left,2
30,24a right.jpg,1,1492,929,16,946,293,411.9,292.2,414,0.1,862.9,364.1,6.9,7.9,100,Left,3
30,24a right.jpg,1,1492,1379,16,1396,208.4,407.8,208.5,405.4,0,770.2,357.8,2.9,5,100,Left,4
30,24p left.jpg,1,1487,337,16,354,497.8,409.9,351,410.1,1.4,506.9,342.1,82.3,303.6,100,Left,1
30,24p left.jpg,1,1487,1320,49,1370,465.9,390.2,468.9,382.9,7.8,716.4,350,156.8,349.8,100,Left,2
30,2a right.jpg,1,1492,478,16,495,493.5,407,351,406.9,1.5,705.7,377.6,91.4,294.8,100,Left,1
30,2a right.jpg,1,1492,1228,16,1245,291.5,394.3,289,395.6,0.1,716.4,350,6.6,8.6,100,Left,2
30,2p left.jpg,1,1482,332,16,349,510.7,408.1,381.2,409.9,1.5,705.7,377.6,87.5,267.9,100,Left,1
30,3a left.jpg,1,1492,412,33,445,521.6,419.2,813.6,413.6,4.4,307.7,373.9,132.5,342.3,50.1,Left,1
30,3p right.jpg,1,1492,344,16,361,515.8,417.6,684.8,415.5,1.6,743.6,364.5,97.7,349.5,100,Left,1
30,4a left.jpg,1,1492,429,33,462,515.5,395.6,766,396.7,4.5,700,383.7,136.3,271.5,50.1,Left,1
30,4a left.jpg,1,1492,912,16,929,774.7,419,774.5,420.9,0.1,743.6,364.5,5.2,6.9,0,Left,2
30,4p left.jpg,1,1492,312,16,328,527.3,397.1,366,399.8,1.5,700,383.7,91.4,333.6,100,Left,1
30,4p left.jpg,1,1492,1378,16,1395,328.3,370.3,324.7,366.7,0.1,307.7,373.9,7.9,10.7,0,Left,2
30,5a right.jpg,1,1492,295,33,329,511.6,362.6,716.9,355.6,3.2,511.1,341.7,96.8,239.4,100,Left,1
30,5a right.jpg,1,1492,412,16,429,745.3,320.6,754.6,300.1,0.7,496.6,338.1,39.9,46.5,100,Left,2
30,5a right.jpg,1,1492,512,83,595,769.5,238.8,168.5,299.1,14,314.6,372.1,168.1,430.4,39.9,Left,3
30,5a right.jpg,1,1492,745,16,762,223.7,341.5,220.2,345.7,0.2,314.6,372.1,9.8,17,100,Left,4
30,5a right.jpg,1,1492,1045,16,1062,251.8,410.3,253.6,412.4,0.1,293.1,389.8,5.9,6.8,100,Left,5
30,5p right.jpg,1,1492,328,16,345,515.4,404.5,637.1,402.1,1.7,539.7,353.9,99.8,251.7,100,Left,1
30,6a right.jpg,1,1492,379,33,412,506.2,380.7,252.7,380.9,3.6,675.8,369.1,108.1,313.3,50.2,Left,1
30,6p left.jpg,1,1492,313,16,330,445.7,404.4,300.1,404.1,1.9,675.8,369.1,114.3,301.2,100,Left,1
30,6p left.jpg,1,1492,1446,50,1496,376.8,397.2,357.6,398.8,1.5,293.1,389.8,29,89.9,100,Left,2
30,7a left.jpg,1,1487,370,33,404,540.6,399,814.9,398.2,4.4,495.8,358.9,131.5,364.3,49.8,Left,1
30,7p right.jpg,1,1486,420,33,453,509.4,393.5,708.4,398.1,3.3,338.1,360.3,99.9,222.5,100,Left,1
30,8a right.jpg,1,1488,421,33,454,506.4,401.6,259,402.8,3.6,314.3,346.5,108.7,285.9,50.3,Left,1
30,8p left.jpg,1,1492,476,33,509,514.7,392.2,726,392.9,3.4,338.1,360.3,102.4,240.3,50,Left,1
30,8p left.jpg,1,1492,676,33,709,700.1,405.6,410.7,405.4,5.2,314.3,346.5,156.9,338.3,50.1,Left,2
30,8p left.jpg,1,1492,809,16,826,333,397,330.6,386.5,0.3,493.9,310.4,18.5,22.4,100,Left,3
30,9a right.jpg,1,1492,377,33,410,508.2,405,307.5,402.5,3.6,412.9,372.4,107.9,279.1,50.2,Left,1
30,9a right.jpg,1,1492,893,16,910,236.9,407.2,235.8,406.6,0,831.8,337.3,2.2,2.8,100,Left,2
30,9p right.jpg,1,1489,373,16,389,601.8,391,704.8,390.1,1.9,794.5,381.9,115.2,213.1,100,Left,1
30,9p right.jpg,1,1489,1439,49,1489,680.4,411.6,526,405,3.3,769,402.1,66.6,285.5,33.2,Left,2
31,10a right.jpg,1,1485,435,49,485,510,381.6,207.6,370.8,6.2,704.8,346.9,123.2,313.8,33.2,Left,1
31,10a right.jpg,1,1485,585,16,602,136.6,364.9,116,381,0.7,704.8,346.9,39.2,90.5,100,Left,2
31,10a right.jpg,1,1485,1052,16,1068,153.5,362.9,154.3,358.2,0.1,511.8,348.5,8.4,11.3,100,Left,3
31,10p right.jpg,1,1490,324,16,340,556.5,384.1,645.5,373.9,1.1,501.2,304,67.8,185.3,100,Left,1
31,11a left.jpg,1,1485,552,49,602,518.2,385.3,783,331.9,5,716.4,352.2,99.3,262.4,66.8,Left,1
31,11a left.jpg,1,1485,719,16,735,806.6,324.4,925,323.6,1.1,736.7,388.6,68.9,244.8,100,Left,2
31,11a left.jpg,1,1485,902,16,919,939.2,353.6,1043.7,353.9,1,716.4,352.2,63.1,216.1,100,Left,3
31,11p right.jpg,1,1484,317,16,334,602,370,698.4,367.1,1,736.7,388.6,61,199.5,100,Left,1
31,12a left.jpg,1,1483,267,33,300,516.7,356.8,285.8,344.1,3.7,494.5,360.4,109.1,294.9,50,Left,1
31,12a left.jpg,1,1483,584,16,600,318.8,380.5,320.5,382.9,0.1,323.9,342.6,6.6,8.1,100,Left,2
31,12a left.jpg,1,1483,717,66,783,330.5,390.3,823.7,375,9.8,306.7,349.1,147.5,294.4,50.1,Left,3
31,12a left.jpg,1,1483,983,16,1000,829.1,370.7,932.8,349,1.2,323.9,342.6,74.4,219.2,100,Left,4
31,12p left.jpg,1,1485,585,16,602,533.5,394,418.2,394,1.5,306.7,349.1,92.2,238.4,100,Left,1
31,12p left.jpg,1,1485,902,16,919,324.7,394.8,322.6,396,0.1,478.8,302.7,4.1,5,100,Left,2
31,13a left.jpg,1,1488,338,16,355,472.7,369.5,355.9,369.6,1.4,204.5,408.9,84.9,241.5,100,Left,1
31,13a left.jpg,1,1488,505,50,555,337.2,375.7,676.8,364.2,6,307.4,402.4,120.9,262.9,33.3,Left,2
31,13a left.jpg,1,1488,671,16,688,695.1,349.7,837.9,346.4,2.1,708.6,350.9,125.3,295.4,100,Left,3
31,13a left.jpg,1,1488,955,16,971,893.8,342.9,976.4,341.6,0.8,708.6,350.9,49.6,170.9,100,Left,4
31,13p right.jpg,1,1492,265,16,282,538.6,390.8,647.6,389.7,1.1,307.4,402.4,66.7,225.4,100,Left,1
31,13p right.jpg,1,1492,415,16,432,689.3,375,739.4,377.6,0.7,494.9,356.2,43.5,103.7,100,Left,2
31,13p right.jpg,1,1492,1065,16,1082,708.2,390.9,706.7,375.7,0.2,674.6,350.7,12.7,31.6,100,Left,3
31,14a left.jpg,1,1488,505,33,538,517.8,340.6,713.1,317.1,3.7,677.4,322.2,110.5,206,100,Left,1
31,14a left.jpg,1,1488,638,33,672,787.3,291.9,970.6,283.5,3.3,674.6,350.7,97.4,343.9,100,Left,2
31,14a left.jpg,1,1488,888,16,905,998.1,312.3,1050.3,309.4,0.6,506.5,334,37,108.3,100,Left,3
31,14p right.jpg,1,1492,314,16,331,536.6,390.2,631.9,381.8,1,270.3,365.1,61.1,198,100,Left,1
31,14p right.jpg,1,1492,514,16,531,688.8,345.3,695.7,345.4,0.2,389.2,347.8,10.9,14.3,100,Left,2
31,14p right.jpg,1,1492,664,66,731,707.7,349.6,325.3,356.9,8.6,399.4,330.1,128.6,248.1,25,Left,3
31,14p right.jpg,1,1492,981,16,997,246.4,370,206.6,368,0.5,755.2,351.4,27.5,82.5,100,Left,4
31,15a right.jpg,1,1488,455,49,505,522.2,350,290,355.4,4.4,501.8,321.8,87.8,215.7,33.3,Left,1
31,15a right.jpg,1,1488,672,16,688,213.7,369.7,112.1,426.7,1.5,344.1,377.9,91.3,241,100,Left,2
31,15a right.jpg,1,1488,1038,16,1055,108.5,339.7,107,337.2,0.1,306.4,338.9,7.2,9.4,100,Left,3
31,15a right.jpg,1,1488,1422,66,1488,155.9,367.9,174,362.7,0.7,344.1,377.9,9.9,18.7,100,Left,4
31,15p right.jpg,1,1484,768,50,818,517.4,376.8,247.7,374.9,6.4,306.4,338.9,127.2,279.8,33.5,Left,1
31,15p right.jpg,1,1484,985,66,1051,179.1,388.5,688.9,373.7,10.4,505.4,309.7,156.2,307.2,75,Left,2
31,16a right.jpg,1,1492,296,16,312,530,388.7,643.6,384.8,1.5,318.6,349.8,87.8,235.1,100,Left,1
31,16a right.jpg,1,1492,662,116,779,711.7,354.5,282.1,361.7,11.7,767.8,397.6,100.6,250.2,71.4,Left,2
31,16a right.jpg,1,1492,1329,16,1346,209.5,381.4,204.6,380.6,0.3,750.6,416.9,16,30.4,0,Left,3
31,16p left.jpg,1,1486,320,16,337,472.8,406.2,343.4,405.6,1.6,318.6,349.8,95.1,267.7,100,Left,1
31,17a left.jpg,1,1489,572,33,606,532.1,400.6,765.8,344.1,3.8,505.9,337,115,272.2,50.2,Left,1
31,17a left.jpg,1,1489,756,16,772,800.4,341.5,876.1,338.4,1.4,274.7,316.2,81.2,158.2,100,Left,2
31,17a left.jpg,1,1489,856,16,873,960.9,327.1,960.2,323,0.1,729,321.8,6.4,11.2,100,Left,3
31,17a left.jpg,1,1489,1039,16,1056,1038.3,323.3,1029.9,327.8,0.2,769.9,286.2,13.9,19.8,100,Left,4
31,17p right.jpg,1,1492,276,16,293,599.4,374,691.9,368.6,1.5,709.2,327.6,89.8,191.8,100,Left,1
31,18a left.jpg,1,1486,453,100,553,531.1,386.7,884.1,311,11.1,736.3,305.3,110.8,293.7,16.6,Left,1
31,18a left.jpg,1,1486,770,16,787,958.7,320.3,1050,318.8,0.8,496.6,311.8,49.9,189,100,Left,2
31,18p left.jpg,1,1488,538,16,555,499.3,350.9,347.1,383.6,1.7,332.3,379.7,99.5,322,100,Left,1
31,19a right.jpg,1,1492,316,16,333,548.8,380.4,637,372.8,1.1,328.5,367.8,64.2,183.1,100,Left,1
31,19a right.jpg,1,1492,633,66,699,644.4,346.9,281.6,351.3,8.9,700.9,348.7,133.7,283.4,25,Left,2
31,19a right.jpg,1,1492,783,16,799,198.3,361.6,196.4,366.2,0.2,700.9,348.7,11.3,18.8,100,Left,3
31,19p right.jpg,1,1487,103,16,120,465.8,396.7,371,395.3,1.4,332.3,379.7,84.9,196.2,100,Left,1
31,19p right.jpg,1,1487,220,16,237,288.5,380.3,287.5,378.3,0.1,328.5,367.8,5.8,8,100,Left,2
31,19p right.jpg,1,1487,470,50,520,283,381.5,632.1,379,7.1,509.2,346.7,141.9,252.8,66.8,Left,3
31,19p right.jpg,1,1487,653,16,670,684.6,343.4,685.7,340.8,0.1,366.1,365.8,7.5,10,100,Left,4
31,1a left.jpg,1,1483,483,16,500,519.2,392.2,398.8,391,1.4,380.2,378.3,83,249.2,100,Left,1
31,1a left.jpg,1,1483,833,16,850,328.7,362.5,328.1,361.2,0.1,811,371.3,3.6,3.9,100,Left,2
31,1a left.jpg,1,1483,1000,33,1033,322.8,354.9,551.7,351.3,3.6,366.1,365.8,108.4,287.5,50,Left,3
31,1a left.jpg,1,1483,1200,16,1217,599.1,344,742.5,342.1,2.1,380.2,378.3,122.9,296.4,100,Left,4
31,1a left.jpg,1,1483,1317,16,1333,828.7,333,830.1,331.3,0.1,498.8,344.3,6.8,8.3,0,Left,5
31,1a left.jpg,1,1483,1417,66,1483,878.9,329.8,965.4,327.5,3.2,282.3,355.7,48.7,164.8,25,Left,6
31,1p right.jpg,1,1487,337,16,354,529.9,372.3,676.4,366.3,1.6,290.3,381.3,95.6,303.1,100,Left,1
31,20a right.jpg,1,1492,376,33,409,506.9,384.4,275.8,366.4,4,282.3,355.7,121.4,300.5,50,Left,1
31,20a right.jpg,1,1492,1059,16,1076,188.4,362.4,187.3,360.9,0.1,290.3,381.3,4.8,7.7,100,Left,2
31,20p left.jpg,1,1490,340,33,373,578,344,366.9,348.1,3.2,497.5,312.2,96.8,271,49.8,Left,1
31,20p left.jpg,1,1490,790,16,806,320.5,395.2,321.5,397.3,0.1,649,346.4,4.3,5.5,100,Left,2
31,21a left.jpg,1,1492,394,50,444,545.6,365.7,897,349.1,6.8,565.1,354.4,136.2,346.4,33.5,Left,1
31,21a left.jpg,1,1492,644,16,660,902.4,319.4,1015.7,313.2,1.4,688.6,361,81.4,234.7,100,Left,2
31,21a left.jpg,1,1492,1227,16,1244,1005.3,350.2,1003.6,351.3,0.1,763.7,316.4,3.8,4.1,100,Left,3
31,21a left.jpg,1,1492,1477,16,1494,985.8,365.3,809.1,368,2.2,710.1,329.6,129,365.4,100,Left,4
31,21p left.jpg,1,1492,312,16,329,518.5,398.4,421.2,396.9,1.2,649,346.4,72.2,201.3,100,Left,1
31,21p left.jpg,1,1492,528,16,545,336.4,390.6,332.5,387.7,0.2,688.6,361,11.4,14.9,100,Left,2
31,22a left.jpg,1,1490,523,50,573,518.4,394.3,796.3,368.4,5.2,710.1,329.6,104.2,256.1,33.3,Left,1
31,22a left.jpg,1,1490,706,16,723,814.5,337.8,934,330.2,1.7,567.7,183.3,102.9,247.8,100,Left,2
31,22a left.jpg,1,1490,940,16,956,1002.1,322.5,1051.7,324.7,0.6,802.4,185.8,37,102.9,100,Left,3
31,22a left.jpg,1,1490,1390,16,1406,998.1,337.4,994.9,337.7,0.1,807.5,163,5.5,6.9,100,Left,4
31,22p left.jpg,1,1487,420,16,437,497.3,400,384.9,397.6,1.2,0,3.4,70.8,232.5,100,Left,1
31,22p left.jpg,1,1487,754,83,837,351.2,409.4,866.5,330.3,12.4,0,1.5,149.5,321.5,20,Left,2
31,22p left.jpg,1,1487,1187,16,1203,952.9,333.8,954.3,334.1,0.2,537.1,82.7,9.9,19.2,0,Left,3
31,22p left.jpg,1,1487,1337,150,1487,960.1,349.8,417,364.5,18.8,795.4,133.4,125.6,259.7,33.3,Left,4
31,23a left.jpg,1,1492,446,16,462,467.5,368,405.4,377.7,1.1,762.5,175.6,66.5,130.2,100,Left,1
31,23a left.jpg,1,1492,846,16,862,319.8,385.6,310.3,386.7,0.8,772.2,241.1,45.3,127.9,100,Left,2
31,23p right.jpg,1,1488,321,16,338,534.6,347.4,647.2,342.1,1.3,318.4,233.6,76,233.2,100,Left,1
31,24a right.jpg,1,1492,320,16,337,563.3,378.8,692.3,372.7,1.6,348.1,152.8,93.7,267.1,100,Left,1
31,24a right.jpg,1,1492,570,50,621,703.5,367.6,358,366.5,7,359.5,221.3,138.8,291.9,33.1,Left,2
31,24a right.jpg,1,1492,754,66,820,296.6,341.8,192.8,342.5,7.1,0,0.9,105.8,163.9,100,Left,3
31,24a right.jpg,1,1492,920,16,937,198.1,252.3,191.4,300.4,1.9,647.7,6.3,112.6,126.9,0,Left,4
31,24a right.jpg,1,1492,1037,49,1087,199.4,209.1,177.8,304.2,2.4,0,-0.7,48.5,204.1,100,Left,5
31,24p left.jpg,1,1490,440,16,456,441.7,354.5,336.4,361.1,1.6,286.3,76.4,98,218.3,100,Left,1
31,2a right.jpg,1,1487,337,16,354,535.4,387.6,658.1,373.2,1.3,296,86.8,78.4,255.6,100,Left,1
31,2a right.jpg,1,1487,1404,83,1487,702.7,341.5,396,330.7,7.8,0,8,93.5,274.8,20,Left,2
31,2p left.jpg,1,1492,342,16,359,504.7,380.7,390.5,379.8,1.2,373.3,325.5,73.9,236.2,100,Left,1
31,2p left.jpg,1,1492,1259,66,1325,331.9,393,783,333.4,9.3,302.4,180.4,138.9,289.1,75.1,Left,2
31,3a left.jpg,1,1492,278,16,294,465.5,388.2,341.4,388,1.1,371.9,144.9,68.5,256.7,100,Left,1
31,3a left.jpg,1,1492,511,50,561,349.8,396.6,781.8,335.8,8.2,585.9,322,164.8,384.4,33.4,Left,2
31,3a left.jpg,1,1492,761,16,777,802.1,364.2,903.1,358.1,1,0,2.3,60.3,209.4,100,Left,3
31,3a left.jpg,1,1492,1127,16,1144,913.3,339.3,988.9,332.3,0.8,530.8,197.5,47.8,157.1,100,Left,4
