Subject,Stimulus,code,End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y, Amplitude [F],Position X AOI,Position Y AOI, Velocity  Average [F/s],Velocity  Peak [F/s],Peak Velocity at [%],Eye L/R,Number
,,,,,,,,,,,,246.4,439.5,,,,,
,,,,,,,,,,,,488.3,391.8,,,,,
,,,,,,,,,,,,714.7,422.3,,,,,
,,,,,,,,,,,,714.7,422.3,,,,,
,,,,,,,,,,,,487.1,406.3,,,,,
,,,,,,,,,,,,267.7,433.7,,,,,
,,,,,,,,,,,,260.8,412.4,,,,,
,,,,,,,,,,,,496.7,404.2,,,,,
,,,,,,,,,,,,272.7,318.2,,,,,
,,,,,,,,,,,,256.8,331.3,,,,,
,,,,,,,,,,,,281.3,404.8,,,,,
,,,,,,,,,,,,281.3,404.8,,,,,
,,,,,,,,,,,,509.9,417.6,,,,,
,,,,,,,,,,,,739.2,418.9,,,,,
,,,,,,,,,,,,790.4,429.2,,,,,
,,,,,,,,,,,,739.2,418.9,,,,,
,,,,,,,,,,,,507.5,428.3,,,,,
,,,,,,,,,,,,720.6,440.9,,,,,
,,,,,,,,,,,,498,398.1,,,,,
,,,,,,,,,,,,773.4,428.2,,,,,
,,,,,,,,,,,,321.9,437.1,,,,,
,,,,,,,,,,,,304.9,412.5,,,,,
,,,,,,,,,,,,518.1,437.5,,,,,
,,,,,,,,,,,,321.9,437.1,,,,,
,,,,,,,,,,,,304.9,412.5,,,,,
,,,,,,,,,,,,255.8,403.2,,,,,
,,,,,,,,,,,,518.9,403.6,,,,,
,,,,,,,,,,,,490.4,385.9,,,,,
,,,,,,,,,,,,678.8,392.9,,,,,
,,,,,,,,,,,,722.8,442.7,,,,,
,,,,,,,,,,,,678.8,392.9,,,,,
,,,,,,,,,,,,495.9,407,,,,,
,,,,,,,,,,,,732.3,443.7,,,,,
,,,,,,,,,,,,761.3,456.4,,,,,
,,,,,,,,,,,,501.9,405.6,,,,,
,,,,,,,,,,,,607.6,378.3,,,,,
,,,,,,,,,,,,681.6,398.6,,,,,
,,,,,,,,,,,,553.8,411.4,,,,,
,,,,,,,,,,,,681.6,398.6,,,,,
,,,,,,,,,,,,505.8,390.2,,,,,
,,,,,,,,,,,,233.6,404.6,,,,,
,,,,,,,,,,,,498.4,421.1,,,,,
,,,,,,,,,,,,300.5,414.8,,,,,
,,,,,,,,,,,,300.5,414.8,,,,,
,,,,,,,,,,,,477.8,402,,,,,
,,,,,,,,,,,,747.5,447,,,,,
,,,,,,,,,,,,500.6,397.6,,,,,
,,,,,,,,,,,,306.1,415.2,,,,,
,,,,,,,,,,,,306.1,415.2,,,,,
,,,,,,,,,,,,502.3,375.1,,,,,
,,,,,,,,,,,,758.7,431.2,,,,,
,,,,,,,,,,,,493.3,378.8,,,,,
,,,,,,,,,,,,299.1,417.2,,,,,
,,,,,,,,,,,,299.1,417.2,,,,,
,,,,,,,,,,,,498.4,373.6,,,,,
,,,,,,,,,,,,803.4,416,,,,,
,,,,,,,,,,,,840.8,425.1,,,,,
,,,,,,,,,,,,504.9,399.2,,,,,
,,,,,,,,,,,,704.7,423,,,,,
,,,,,,,,,,,,720.1,433.1,,,,,
,,,,,,,,,,,,726,424.2,,,,,
,,,,,,,,,,,,704.7,423,,,,,
,,,,,,,,,,,,720.1,433.1,,,,,
,,,,,,,,,,,,726,424.2,,,,,
,,,,,,,,,,,,502.5,383.9,,,,,
,,,,,,,,,,,,239.4,401.5,,,,,
,,,,,,,,,,,,213.1,405.8,,,,,
,,,,,,,,,,,,510.2,378.6,,,,,
,,,,,,,,,,,,297.1,399.1,,,,,
,,,,,,,,,,,,312.6,422.7,,,,,
,,,,,,,,,,,,297.1,399.1,,,,,
,,,,,,,,,,,,312.6,422.7,,,,,
,,,,,,,,,,,,494.9,411.1,,,,,
,,,,,,,,,,,,443,420.2,,,,,
,,,,,,,,,,,,329.2,431.1,,,,,
,,,,,,,,,,,,684.8,425.8,,,,,
,,,,,,,,,,,,684.8,425.8,,,,,
,,,,,,,,,,,,329.2,431.1,,,,,
,,,,,,,,,,,,496.7,407.4,,,,,
,,,,,,,,,,,,330.6,422.9,,,,,
,,,,,,,,,,,,330.6,422.9,,,,,
,,,,,,,,,,,,486.2,406,,,,,
,,,,,,,,,,,,722.3,434.7,,,,,
,,,,,,,,,,,,750.4,441.9,,,,,
,,,,,,,,,,,,722.3,434.7,,,,,
,,,,,,,,,,,,501.3,436.1,,,,,
,,,,,,,,,,,,645.1,431.4,,,,,
,,,,,,,,,,,,708.3,418.9,,,,,
,,,,,,,,,,,,645.1,431.4,,,,,
,,,,,,,,,,,,708.3,418.9,,,,,
,,,,,,,,,,,,491.2,408.7,,,,,
,,,,,,,,,,,,759.2,451.7,,,,,
,,,,,,,,,,,,486.8,414,,,,,
,,,,,,,,,,,,327.4,429.7,,,,,
,,,,,,,,,,,,327.4,429.7,,,,,
,,,,,,,,,,,,493.6,396,,,,,
,,,,,,,,,,,,365.4,456.4,,,,,
,,,,,,,,,,,,273.4,436,,,,,
,,,,,,,,,,,,494.7,405.4,,,,,
,,,,,,,,,,,,739.4,431.6,,,,,
,,,,,,,,,,,,721.6,441.7,,,,,
,,,,,,,,,,,,739.4,431.6,,,,,
,,,,,,,,,,,,488.4,398.2,,,,,
,,,,,,,,,,,,271.4,429.2,,,,,
,,,,,,,,,,,,493,430.3,,,,,
,,,,,,,,,,,,317.9,426.8,,,,,
,,,,,,,,,,,,317.9,426.8,,,,,
,,,,,,,,,,,,499.8,405.4,,,,,
,,,,,,,,,,,,756.1,412.9,,,,,
,,,,,,,,,,,,762.8,444.7,,,,,
,,,,,,,,,,,,494.5,402.4,,,,,
,,,,,,,,,,,,739.9,442.6,,,,,
,,,,,,,,,,,,485.6,422.1,,,,,
,,,,,,,,,,,,279.4,426.9,,,,,
,,,,,,,,,,,,277.4,404.4,,,,,
,,,,,,,,,,,,279.4,426.9,,,,,
,,,,,,,,,,,,277.4,404.4,,,,,
,,,,,,,,,,,,493,418.8,,,,,
,,,,,,,,,,,,319.6,428.6,,,,,
,,,,,,,,,,,,319.6,428.6,,,,,
,,,,,,,,,,,,477.8,396.6,,,,,
,,,,,,,,,,,,263.1,433.2,,,,,
,,,,,,,,,,,,487,399.9,,,,,
,,,,,,,,,,,,736.6,440.8,,,,,
,,,,,,,,,,,,452.5,353.4,,,,,
,,,,,,,,,,,,166.2,316.2,,,,,
,,,,,,,,,,,,180.4,307.3,,,,,
,,,,,,,,,,,,408.6,368.2,,,,,
,,,,,,,,,,,,291.1,387.6,,,,,
,,,,,,,,,,,,219.3,351.3,,,,,
,,,,,,,,,,,,291.1,387.6,,,,,
,,,,,,,,,,,,502.8,317.2,,,,,
,,,,,,,,,,,,318.3,367.8,,,,,
,,,,,,,,,,,,513.8,261.4,,,,,
,,,,,,,,,,,,946.5,233.5,,,,,
,,,,,,,,,,,,887.7,221.3,,,,,
,,,,,,,,,,,,318.3,367.8,,,,,
,,,,,,,,,,,,508.5,366.6,,,,,
,,,,,,,,,,,,147.2,229.5,,,,,
,,,,,,,,,,,,183.9,279.8,,,,,
,,,,,,,,,,,,141,334.3,,,,,
,,,,,,,,,,,,283.2,377.9,,,,,
,,,,,,,,,,,,826.5,188.2,,,,,
,,,,,,,,,,,,812.5,212.9,,,,,
,,,,,,,,,,,,843.6,246.6,,,,,
,,,,,,,,,,,,283.2,377.9,,,,,
,,,,,,,,,,,,670.9,240.9,,,,,
,,,,,,,,,,,,743.8,231.8,,,,,
,,,,,,,,,,,,771.2,232.1,,,,,
,,,,,,,,,,,,554.7,306.4,,,,,
,,,,,,,,,,,,623.1,267.5,,,,,
,,,,,,,,,,,,693.7,258.5,,,,,
,,,,,,,,,,,,347.6,299.9,,,,,
,,,,,,,,,,,,171.7,316.7,,,,,
,,,,,,,,,,,,516.5,346,,,,,
,,,,,,,,,,,,362.7,230.5,,,,,
,,,,,,,,,,,,435.5,243.2,,,,,
,,,,,,,,,,,,703.2,251.9,,,,,
,,,,,,,,,,,,819.4,233.7,,,,,
,,,,,,,,,,,,949.9,149.2,,,,,
,,,,,,,,,,,,897.1,177.4,,,,,
,,,,,,,,,,,,910.8,174.5,,,,,
,,,,,,,,,,,,507.9,347.8,,,,,
,,,,,,,,,,,,197.1,299.3,,,,,
,,,,,,,,,,,,193.1,326.8,,,,,
,,,,,,,,,,,,269.3,364.7,,,,,
,,,,,,,,,,,,191.1,348.3,,,,,
,,,,,,,,,,,,520.6,378.8,,,,,
,,,,,,,,,,,,706.8,366.3,,,,,
,,,,,,,,,,,,706.8,366.3,,,,,
,,,,,,,,,,,,495.5,357.8,,,,,
,,,,,,,,,,,,143.6,352.8,,,,,
,,,,,,,,,,,,169.1,279.8,,,,,
,,,,,,,,,,,,319,334.1,,,,,
,,,,,,,,,,,,392.7,301.3,,,,,
,,,,,,,,,,,,509.9,285.6,,,,,
,,,,,,,,,,,,715.2,230.6,,,,,
,,,,,,,,,,,,798.7,219.2,,,,,
,,,,,,,,,,,,909.1,209.9,,,,,
,,,,,,,,,,,,319,334.1,,,,,
,,,,,,,,,,,,523,389.4,,,,,
,,,,,,,,,,,,980.7,165.5,,,,,
,,,,,,,,,,,,946,100.7,,,,,
,,,,,,,,,,,,885,101.3,,,,,
,,,,,,,,,,,,504.8,347.2,,,,,
,,,,,,,,,,,,63.1,196.7,,,,,
,,,,,,,,,,,,48.8,165.9,,,,,
,,,,,,,,,,,,114,215.8,,,,,
,,,,,,,,,,,,143.5,245,,,,,
,,,,,,,,,,,,908,155.7,,,,,
,,,,,,,,,,,,920.7,180,,,,,
,,,,,,,,,,,,895.1,65.5,,,,,
,,,,,,,,,,,,520.2,359.1,,,,,
,,,,,,,,,,,,788,2,,,,,
,,,,,,,,,,,,890.1,52.8,,,,,
,,,,,,,,,,,,224.1,309.2,,,,,
,,,,,,,,,,,,210.1,117.1,,,,,
,,,,,,,,,,,,753.6,147.7,,,,,
,,,,,,,,,,,,797.9,158.3,,,,,
,,,,,,,,,,,,119,291.2,,,,,
,,,,,,,,,,,,152.5,253.7,,,,,
,,,,,,,,,,,,517.4,263.9,,,,,
,,,,,,,,,,,,478.9,361.5,,,,,
,,,,,,,,,,,,270.1,373.2,,,,,
,,,,,,,,,,,,688.5,305.1,,,,,
,,,,,,,,,,,,670.5,330.5,,,,,
,,,,,,,,,,,,670.5,330.5,,,,,
,,,,,,,,,,,,510.7,358.6,,,,,
,,,,,,,,,,,,228.1,351.8,,,,,
,,,,,,,,,,,,724.7,341.4,,,,,
,,,,,,,,,,,,724.7,341.4,,,,,
,,,,,,,,,,,,212.6,193,,,,,
,,,,,,,,,,,,429.7,389.4,,,,,
,,,,,,,,,,,,115.3,271.8,,,,,
,,,,,,,,,,,,128.2,190.4,,,,,
,,,,,,,,,,,,144.4,160.4,,,,,
,,,,,,,,,,,,509.3,369.1,,,,,
,,,,,,,,,,,,758,210.2,,,,,
,,,,,,,,,,,,798.9,159,,,,,
,,,,,,,,,,,,222.5,100.1,,,,,
,,,,,,,,,,,,0,0.6,,,,,
,,,,,,,,,,,,993.5,126.1,,,,,
,,,,,,,,,,,,960,95.6,,,,,
,,,,,,,,,,,,914.6,8.2,,,,,
,,,,,,,,,,,,887.1,46.2,,,,,
,,,,,,,,,,,,538.7,362.7,,,,,
,,,,,,,,,,,,851.8,106.7,,,,,
,,,,,,,,,,,,867.4,140.6,,,,,
,,,,,,,,,,,,924.6,59,,,,,
,,,,,,,,,,,,920.2,137.3,,,,,
,,,,,,,,,,,,895.8,129.2,,,,,
,,,,,,,,,,,,916.3,214.9,,,,,
,,,,,,,,,,,,954.8,131.1,,,,,
,,,,,,,,,,,,0,1.5,,,,,
,,,,,,,,,,,,641.2,143.6,,,,,
,,,,,,,,,,,,718.5,50.5,,,,,
,,,,,,,,,,,,130.1,144,,,,,
,,,,,,,,,,,,4.7,8.9,,,,,
,,,,,,,,,,,,238.2,7.5,,,,,
,,,,,,,,,,,,566.3,41.1,,,,,
,,,,,,,,,,,,620.7,160.9,,,,,
,,,,,,,,,,,,345.6,44.1,,,,,
,,,,,,,,,,,,322.3,152.2,,,,,
,,,,,,,,,,,,0,3.5,,,,,
,,,,,,,,,,,,6.6,250.4,,,,,
,,,,,,,,,,,,108.2,340.5,,,,,
,,,,,,,,,,,,211.6,348,,,,,
,,,,,,,,,,,,518.5,358.3,,,,,
,,,,,,,,,,,,702.1,306.3,,,,,
,,,,,,,,,,,,168,318.2,,,,,
,,,,,,,,,,,,354.3,366.4,,,,,
,,,,,,,,,,,,322.6,391.4,,,,,
,,,,,,,,,,,,796.4,282.5,,,,,
,,,,,,,,,,,,852,263.4,,,,,
,,,,,,,,,,,,354.3,366.4,,,,,
,,,,,,,,,,,,322.6,391.4,,,,,
,,,,,,,,,,,,270.6,373.7,,,,,
,,,,,,,,,,,,985.4,341.7,,,,,
,,,,,,,,,,,,864.5,218.2,,,,,
,,,,,,,,,,,,904.9,230.9,,,,,
,,,,,,,,,,,,893.1,248.1,,,,,
,,,,,,,,,,,,509.7,367.9,,,,,
,,,,,,,,,,,,151.9,359.4,,,,,
,,,,,,,,,,,,153.5,375.9,,,,,
,,,,,,,,,,,,761.6,444.7,,,,,
,,,,,,,,,,,,797.5,363,,,,,
,,,,,,,,,,,,498,370.8,,,,,
,,,,,,,,,,,,312.8,379,,,,,
,,,,,,,,,,,,713.2,261.5,,,,,
,,,,,,,,,,,,764.1,253.3,,,,,
,,,,,,,,,,,,846.2,275.2,,,,,
,,,,,,,,,,,,312.8,379,,,,,
,,,,,,,,,,,,89.1,415.9,,,,,
,,,,,,,,,,,,208,403.6,,,,,
,,,,,,,,,,,,238.4,419.8,,,,,
,,,,,,,,,,,,789.9,269.1,,,,,
,,,,,,,,,,,,892.9,258.1,,,,,
,,,,,,,,,,,,539.7,213.2,,,,,
,,,,,,,,,,,,649.6,366.6,,,,,
,,,,,,,,,,,,649.6,366.6,,,,,
,,,,,,,,,,,,509.7,333.6,,,,,
,,,,,,,,,,,,130.2,369.2,,,,,
,,,,,,,,,,,,250.4,361,,,,,
,,,,,,,,,,,,478.5,361.1,,,,,
,,,,,,,,,,,,981.6,419.8,,,,,
,,,,,,,,,,,,891.4,228.7,,,,,
,,,,,,,,,,,,954,270.8,,,,,
,,,,,,,,,,,,347.9,348,,,,,
,,,,,,,,,,,,527.8,335,,,,,
,,,,,,,,,,,,827.2,336.7,,,,,
,,,,,,,,,,,,930.8,303.2,,,,,
,,,,,,,,,,,,347.9,348,,,,,
,,,,,,,,,,,,500.1,357.8,,,,,
,,,,,,,,,,,,280.6,327.3,,,,,
,,,,,,,,,,,,247.3,327,,,,,
,,,,,,,,,,,,493.6,384.8,,,,,
,,,,,,,,,,,,283.2,296.2,,,,,
,,,,,,,,,,,,261,277.6,,,,,
,,,,,,,,,,,,560.1,272,,,,,
,,,,,,,,,,,,541,262.5,,,,,
,,,,,,,,,,,,587.5,281.7,,,,,
,,,,,,,,,,,,730.2,288.2,,,,,
,,,,,,,,,,,,790.7,265.3,,,,,
,,,,,,,,,,,,783,242.2,,,,,
,,,,,,,,,,,,131.7,330.6,,,,,
,,,,,,,,,,,,207.6,312.9,,,,,
,,,,,,,,,,,,289,385.4,,,,,
,,,,,,,,,,,,519.2,330.5,,,,,
,,,,,,,,,,,,651.1,314.4,,,,,
,,,,,,,,,,,,734.2,306.1,,,,,
,,,,,,,,,,,,289,385.4,,,,,
,,,,,,,,,,,,29.3,324.5,,,,,
,,,,,,,,,,,,164.3,315.6,,,,,
,,,,,,,,,,,,886.3,260.8,,,,,
,,,,,,,,,,,,482,461,,,,,
,,,,,,,,,,,,277.5,472.4,,,,,
,,,,,,,,,,,,493.1,471.3,,,,,
,,,,,,,,,,,,691.3,460.7,,,,,
,,,,,,,,,,,,701.5,459,,,,,
,,,,,,,,,,,,481.3,479,,,,,
,,,,,,,,,,,,588.2,453.4,,,,,
,,,,,,,,,,,,736.9,423.4,,,,,
,,,,,,,,,,,,736.9,423.4,,,,,
,,,,,,,,,,,,495.9,478.2,,,,,
,,,,,,,,,,,,708.7,463.3,,,,,
,,,,,,,,,,,,683.7,486.6,,,,,
,,,,,,,,,,,,497.2,466.1,,,,,
,,,,,,,,,,,,621,479.9,,,,,
,,,,,,,,,,,,745.8,473.7,,,,,
,,,,,,,,,,,,490.3,478.1,,,,,
,,,,,,,,,,,,314.4,465,,,,,
,,,,,,,,,,,,501.6,458.6,,,,,
,,,,,,,,,,,,828.5,391.9,,,,,
,,,,,,,,,,,,778.7,442.9,,,,,
,,,,,,,,,,,,509.1,451.4,,,,,
,,,,,,,,,,,,717.3,434.1,,,,,
,,,,,,,,,,,,717.3,434.1,,,,,
,,,,,,,,,,,,496.7,451.9,,,,,
,,,,,,,,,,,,731.6,457.7,,,,,
,,,,,,,,,,,,497.6,446.4,,,,,
,,,,,,,,,,,,705.7,467.2,,,,,
,,,,,,,,,,,,495.6,462.7,,,,,
,,,,,,,,,,,,174.8,447.7,,,,,
,,,,,,,,,,,,271.4,443.9,,,,,
,,,,,,,,,,,,615.3,422.6,,,,,
,,,,,,,,,,,,696.9,410.6,,,,,
,,,,,,,,,,,,716.7,408.4,,,,,
,,,,,,,,,,,,696.9,410.6,,,,,
,,,,,,,,,,,,716.7,408.4,,,,,
,,,,,,,,,,,,508.3,433.5,,,,,
,,,,,,,,,,,,229.7,446.4,,,,,
,,,,,,,,,,,,265.7,437.6,,,,,
,,,,,,,,,,,,336.2,426.1,,,,,
,,,,,,,,,,,,322.9,436.8,,,,,
,,,,,,,,,,,,525.9,434.6,,,,,
,,,,,,,,,,,,336.2,426.1,,,,,
,,,,,,,,,,,,322.9,436.8,,,,,
,,,,,,,,,,,,537.2,406.1,,,,,
,,,,,,,,,,,,779.9,409.9,,,,,
,,,,,,,,,,,,524.6,428.4,,,,,
,,,,,,,,,,,,723.9,433.3,,,,,
,,,,,,,,,,,,723.9,433.3,,,,,
,,,,,,,,,,,,536.7,420.5,,,,,
,,,,,,,,,,,,777.3,406.2,,,,,
,,,,,,,,,,,,314.2,439.1,,,,,
,,,,,,,,,,,,524.6,411.8,,,,,
,,,,,,,,,,,,732.7,487.6,,,,,
,,,,,,,,,,,,549.7,443.7,,,,,
,,,,,,,,,,,,719.4,448.9,,,,,
,,,,,,,,,,,,741.7,433.1,,,,,
,,,,,,,,,,,,741.7,433.1,,,,,
,,,,,,,,,,,,482.3,467.5,,,,,
,,,,,,,,,,,,862.9,449.9,,,,,
,,,,,,,,,,,,497.7,442.5,,,,,
,,,,,,,,,,,,644.9,419.1,,,,,
,,,,,,,,,,,,698.4,448.8,,,,,
,,,,,,,,,,,,692.4,470.9,,,,,
,,,,,,,,,,,,644.9,419.1,,,,,
,,,,,,,,,,,,244.9,421,,,,,
,,,,,,,,,,,,526.3,422.3,,,,,
,,,,,,,,,,,,323.2,437.1,,,,,
,,,,,,,,,,,,536.7,380.2,,,,,
,,,,,,,,,,,,323.2,437.1,,,,,
,,,,,,,,,,,,510.2,442.9,,,,,
,,,,,,,,,,,,732.2,408.9,,,,,
,,,,,,,,,,,,733.6,420,,,,,
,,,,,,,,,,,,753.7,393,,,,,
,,,,,,,,,,,,732.2,408.9,,,,,
,,,,,,,,,,,,733.6,420,,,,,
,,,,,,,,,,,,345.9,436.4,,,,,
,,,,,,,,,,,,330.6,455.9,,,,,
,,,,,,,,,,,,555.8,431.6,,,,,
,,,,,,,,,,,,345.9,436.4,,,,,
,,,,,,,,,,,,517.6,421.8,,,,,
,,,,,,,,,,,,607.2,444.8,,,,,
,,,,,,,,,,,,743.5,445.6,,,,,
,,,,,,,,,,,,488.9,450.1,,,,,
,,,,,,,,,,,,318.8,461.4,,,,,
,,,,,,,,,,,,542,423.2,,,,,
,,,,,,,,,,,,693,434.1,,,,,
,,,,,,,,,,,,693,434.1,,,,,
,,,,,,,,,,,,531.1,432.2,,,,,
,,,,,,,,,,,,737.3,449.6,,,,,
,,,,,,,,,,,,716.2,470.7,,,,,
,,,,,,,,,,,,132.2,354.5,,,,,
,,,,,,,,,,,,221.2,426.5,,,,,
,,,,,,,,,,,,517.3,408.8,,,,,
,,,,,,,,,,,,722.2,407.5,,,,,
,,,,,,,,,,,,721.3,427.1,,,,,
,,,,,,,,,,,,722.2,407.5,,,,,
,,,,,,,,,,,,721.3,427.1,,,,,
,,,,,,,,,,,,324,450.6,,,,,
,,,,,,,,,,,,529,436.2,,,,,
,,,,,,,,,,,,499.5,476.2,,,,,
,,,,,,,,,,,,680.1,472.9,,,,,
,,,,,,,,,,,,692.8,459.6,,,,,
,,,,,,,,,,,,468.8,491.3,,,,,
,,,,,,,,,,,,302.9,494.4,,,,,
,,,,,,,,,,,,483.4,468.3,,,,,
,,,,,,,,,,,,648.1,483.2,,,,,
,,,,,,,,,,,,805.5,465.9,,,,,
,,,,,,,,,,,,502,467.4,,,,,
,,,,,,,,,,,,637.3,462.9,,,,,
,,,,,,,,,,,,692.2,479.2,,,,,
,,,,,,,,,,,,506.8,461.9,,,,,
,,,,,,,,,,,,882.7,445.7,,,,,
,,,,,,,,,,,,484.5,499.5,,,,,
,,,,,,,,,,,,301,485.4,,,,,
,,,,,,,,,,,,510.1,455.1,,,,,
,,,,,,,,,,,,153.7,437.7,,,,,
,,,,,,,,,,,,233.4,473.8,,,,,
,,,,,,,,,,,,503.1,471.2,,,,,
,,,,,,,,,,,,695.3,461.2,,,,,
,,,,,,,,,,,,701.3,459.5,,,,,
,,,,,,,,,,,,473.3,443.6,,,,,
,,,,,,,,,,,,329.9,472.6,,,,,
,,,,,,,,,,,,204,435,,,,,
,,,,,,,,,,,,241.9,430.2,,,,,
,,,,,,,,,,,,481.7,478.4,,,,,
,,,,,,,,,,,,320.6,451.6,,,,,
,,,,,,,,,,,,504.8,489.5,,,,,
,,,,,,,,,,,,845.9,442.3,,,,,
,,,,,,,,,,,,784,491.6,,,,,
,,,,,,,,,,,,490.3,485.6,,,,,
,,,,,,,,,,,,647,466.7,,,,,
,,,,,,,,,,,,692.5,462.6,,,,,
,,,,,,,,,,,,477.5,469.5,,,,,
,,,,,,,,,,,,177.3,462,,,,,
,,,,,,,,,,,,265.6,476.1,,,,,
,,,,,,,,,,,,493.3,447.9,,,,,
,,,,,,,,,,,,314.1,456.2,,,,,
,,,,,,,,,,,,500.9,469.6,,,,,
,,,,,,,,,,,,172.8,452.8,,,,,
,,,,,,,,,,,,265.2,481.5,,,,,
,,,,,,,,,,,,504.1,480.3,,,,,
,,,,,,,,,,,,701.3,474.1,,,,,
,,,,,,,,,,,,449.1,418.6,,,,,
,,,,,,,,,,,,265.7,407.5,,,,,
,,,,,,,,,,,,308.9,377,,,,,
,,,,,,,,,,,,667.6,408,,,,,
,,,,,,,,,,,,667.6,408,,,,,
,,,,,,,,,,,,308.9,377,,,,,
,,,,,,,,,,,,452.4,411.7,,,,,
,,,,,,,,,,,,182.4,426,,,,,
,,,,,,,,,,,,610.2,393,,,,,
,,,,,,,,,,,,462.2,401.7,,,,,
,,,,,,,,,,,,751,418,,,,,
,,,,,,,,,,,,460.7,422.7,,,,,
,,,,,,,,,,,,182.5,469.9,,,,,
,,,,,,,,,,,,449.6,413.5,,,,,
,,,,,,,,,,,,286.9,408.2,,,,,
,,,,,,,,,,,,905.3,523,,,,,
,,,,,,,,,,,,286.9,408.2,,,,,
,,,,,,,,,,,,471.9,426.1,,,,,
,,,,,,,,,,,,790.5,352.7,,,,,
,,,,,,,,,,,,477.4,419.8,,,,,
,,,,,,,,,,,,967.4,519.1,,,,,
,,,,,,,,,,,,993.5,524.2,,,,,
,,,,,,,,,,,,441.6,410.4,,,,,
,,,,,,,,,,,,265,398,,,,,
,,,,,,,,,,,,642.1,390.6,,,,,
,,,,,,,,,,,,641.5,406.2,,,,,
,,,,,,,,,,,,642.1,390.6,,,,,
,,,,,,,,,,,,641.5,406.2,,,,,
,,,,,,,,,,,,473.2,409.9,,,,,
,,,,,,,,,,,,743.6,400.1,,,,,
,,,,,,,,,,,,860.8,369.7,,,,,
,,,,,,,,,,,,743.6,400.1,,,,,
,,,,,,,,,,,,480.5,425.3,,,,,
,,,,,,,,,,,,478.8,417.8,,,,,
,,,,,,,,,,,,210.7,417.6,,,,,
,,,,,,,,,,,,442.7,425.7,,,,,
,,,,,,,,,,,,211.7,404.4,,,,,
,,,,,,,,,,,,542.3,408.3,,,,,
,,,,,,,,,,,,209.2,435.9,,,,,
,,,,,,,,,,,,521.6,435.7,,,,,
,,,,,,,,,,,,607.2,398.3,,,,,
,,,,,,,,,,,,365.5,428.8,,,,,
,,,,,,,,,,,,319,440.8,,,,,
,,,,,,,,,,,,346.2,424.4,,,,,
,,,,,,,,,,,,153.1,403.9,,,,,
,,,,,,,,,,,,365.5,428.8,,,,,
,,,,,,,,,,,,346.2,424.4,,,,,
,,,,,,,,,,,,450.5,393.7,,,,,
,,,,,,,,,,,,319.6,376.4,,,,,
,,,,,,,,,,,,961.6,500.7,,,,,
,,,,,,,,,,,,319.6,376.4,,,,,
,,,,,,,,,,,,444.6,426.2,,,,,
,,,,,,,,,,,,304.7,423.2,,,,,
,,,,,,,,,,,,782.5,414.9,,,,,
,,,,,,,,,,,,821.6,450.4,,,,,
,,,,,,,,,,,,304.7,423.2,,,,,
,,,,,,,,,,,,442.9,396.6,,,,,
,,,,,,,,,,,,193.7,399,,,,,
,,,,,,,,,,,,466.9,421.4,,,,,
,,,,,,,,,,,,269.1,396.3,,,,,
,,,,,,,,,,,,721.7,429.8,,,,,
,,,,,,,,,,,,721.7,429.8,,,,,
,,,,,,,,,,,,460,424.4,,,,,
,,,,,,,,,,,,751.2,420.3,,,,,
,,,,,,,,,,,,848.9,417.5,,,,,
,,,,,,,,,,,,454.9,413.8,,,,,
,,,,,,,,,,,,436.8,404.7,,,,,
,,,,,,,,,,,,197.6,384.7,,,,,
,,,,,,,,,,,,657.8,408.6,,,,,
,,,,,,,,,,,,657.8,408.6,,,,,
,,,,,,,,,,,,446.9,422,,,,,
,,,,,,,,,,,,207.9,410.7,,,,,
,,,,,,,,,,,,458.8,416.2,,,,,
,,,,,,,,,,,,409.1,402.4,,,,,
,,,,,,,,,,,,1013.7,567,,,,,
,,,,,,,,,,,,1019.1,585.6,,,,,
,,,,,,,,,,,,1021.7,595.4,,,,,
,,,,,,,,,,,,866.9,410.8,,,,,
,,,,,,,,,,,,452.4,422.3,,,,,
,,,,,,,,,,,,610,417.3,,,,,
,,,,,,,,,,,,475.9,411.4,,,,,
,,,,,,,,,,,,220.4,394.9,,,,,
,,,,,,,,,,,,624.5,403.7,,,,,
,,,,,,,,,,,,484.9,406,,,,,
,,,,,,,,,,,,681.4,406.4,,,,,
,,,,,,,,,,,,839.9,428.9,,,,,
,,,,,,,,,,,,681.4,406.4,,,,,
,,,,,,,,,,,,468.6,424.7,,,,,
,,,,,,,,,,,,470.6,423.4,,,,,
,,,,,,,,,,,,844.4,444.2,,,,,
,,,,,,,,,,,,482.1,414.2,,,,,
,,,,,,,,,,,,724,392.4,,,,,
,,,,,,,,,,,,852.4,393.1,,,,,
,,,,,,,,,,,,724,392.4,,,,,
,,,,,,,,,,,,465.2,418.3,,,,,
,,,,,,,,,,,,789.9,409.4,,,,,
,,,,,,,,,,,,440.3,418.3,,,,,
,,,,,,,,,,,,304.1,402.4,,,,,
,,,,,,,,,,,,746.6,396.7,,,,,
,,,,,,,,,,,,813.5,382.9,,,,,
,,,,,,,,,,,,746.6,396.7,,,,,
,,,,,,,,,,,,304.1,402.4,,,,,
,,,,,,,,,,,,479.1,415.9,,,,,
,,,,,,,,,,,,707.7,402.3,,,,,
,,,,,,,,,,,,707.7,402.3,,,,,
,,,,,,,,,,,,458.4,433.7,,,,,
